region_id,assembly_id,contig_id,locus_tag,strand,pseudo_check,pident,qcovs,evalue,seed_region_id,dbscan_label,mean_dissimilarity,representative_relative_dissimilarity,label_representative,full_index_pos,orf_id,ortho_cluster_id,ortho_cluster_members,i_val,mmseqs_cluster_representative,mmseqs_cluster_id,genus,species,organism,refseq_locus_tag,refseq_product,refseq_gene,cds_start,cds_end,global_strand,gene_position,is_seed,relative_seed_position,new_pos,order
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02681,1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9502012882447666,0.0,16.0,16.0,GCF_000332235_02681,176.0,GCF_000332235_02681,4.0,GCF_000332235_02681,145.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS13940,PAS domain S-box protein,NA,2797962,2802378,1,1.0,0,6.0,-5.0,2
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02682,-1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9502012882447666,0.0,16.0,16.0,GCF_000332235_02682,181.0,GCF_000332235_02682,4.0,GCF_000332235_02682,146.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS24920,hypothetical protein,NA,2802653,2802827,1,2.0,0,6.0,-4.0,2
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02683,-1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9502012882447666,0.0,16.0,16.0,GCF_000332235_02683,185.0,GCF_000332235_02683,4.0,GCF_000332235_02683,147.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS13950,hypothetical protein,NA,2802882,2803860,1,3.0,0,6.0,-3.0,2
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02684,-1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9502012882447666,0.0,16.0,16.0,GCF_000332235_02684,31.0,GCF_000332235_02684,4.0,GCF_000332235_02684,148.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS13955,tRNA (guanosine(37)-N1)-methyltransferase TrmD,trmD,2804052,2804769,1,4.0,0,6.0,-2.0,2
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02685,1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9502012882447666,0.0,16.0,16.0,GCF_000332235_02685,19.0,GCF_000332235_02685,4.0,GCF_000332235_02685,149.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS13960,cyanophycinase,NA,2805005,2805824,1,5.0,0,6.0,-1.0,2
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02686,1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9502012882447666,0.0,16.0,16.0,GCF_000332235_02686,9.0,GCF_000332235_02686,4.0,GCF_000332235_02686,150.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS13965,cyanophycin synthetase,cphA,2806081,2808700,1,6.0,1,6.0,0.0,2
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02687,1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9502012882447666,0.0,16.0,16.0,GCF_000332235_02687,52.0,GCF_000332235_02687,4.0,GCF_000332235_02687,151.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS13970,hypothetical protein,NA,2808831,2809206,1,7.0,0,6.0,1.0,2
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02688,-1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9502012882447666,0.0,16.0,16.0,GCF_000332235_02688,58.0,GCF_000332235_02688,4.0,GCF_000332235_02688,152.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS13975,D-alanine--D-alanine ligase,NA,2809531,2810572,1,8.0,0,6.0,2.0,2
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02689,1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9502012882447666,0.0,16.0,16.0,GCF_000332235_02689,63.0,GCF_000332235_02689,4.0,GCF_000332235_02689,153.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS13980,hypothetical protein,NA,2810754,2810976,1,9.0,0,6.0,3.0,2
GCF_000332235_02686,GCF_000332235,GCF_000332235_0,GCF_000332235_02690,-1,g,99.425,99,0.0,GCF_000332235_02686,-1.0,0.9502012882447666,0.0,16.0,16.0,GCF_000332235_02690,69.0,GCF_000332235_02690,4.0,GCF_000332235_02690,154.0,geminocystis,herdmanii,Geminocystis herdmanii PCC 6308,SYN6308_RS22505,hypothetical protein,NA,2811157,2811433,1,10.0,0,6.0,4.0,2
