dbscan_label,full_index_pos,measurement,dissimilarity,representative_id,order
0.0,0.0,mean_dissimilarity,0.7638250737910184,GCF_900103035_02218,0
0.0,1.0,mean_dissimilarity,0.8626905871905869,GCF_900103035_02218,0
0.0,2.0,mean_dissimilarity,0.7058618603618604,GCF_900103035_02218,0
0.0,3.0,mean_dissimilarity,0.7873549783549784,GCF_900103035_02218,0
0.0,4.0,mean_dissimilarity,0.7759688302753319,GCF_900103035_02218,0
0.0,5.0,mean_dissimilarity,0.7933703376087277,GCF_900103035_02218,0
0.0,6.0,mean_dissimilarity,0.7211411988424374,GCF_900103035_02218,0
0.0,7.0,mean_dissimilarity,0.6864734611793435,GCF_900103035_02218,0
0.0,8.0,mean_dissimilarity,0.6864734611793435,GCF_900103035_02218,0
0.0,9.0,mean_dissimilarity,0.7842949272949276,GCF_900103035_02218,0
0.0,10.0,mean_dissimilarity,0.7797665866984755,GCF_900103035_02218,0
0.0,12.0,mean_dissimilarity,0.7555728782741169,GCF_900103035_02218,0
0.0,14.0,mean_dissimilarity,0.7402395449407834,GCF_900103035_02218,0
0.0,18.0,mean_dissimilarity,0.7402395449407834,GCF_900103035_02218,0
0.0,19.0,mean_dissimilarity,0.725609447827714,GCF_900103035_02218,0
0.0,20.0,mean_dissimilarity,0.7846554755873644,GCF_900103035_02218,0
0.0,21.0,mean_dissimilarity,0.7686839893852279,GCF_900103035_02218,0
0.0,25.0,mean_dissimilarity,0.8637559727853847,GCF_900103035_02218,0
0.0,26.0,mean_dissimilarity,0.7161236443295269,GCF_900103035_02218,0
0.0,27.0,mean_dissimilarity,0.8042110311429199,GCF_900103035_02218,0
0.0,28.0,mean_dissimilarity,0.746420902798612,GCF_900103035_02218,0
0.0,30.0,mean_dissimilarity,0.7161236443295269,GCF_900103035_02218,0
0.0,33.0,mean_dissimilarity,0.8213058836588248,GCF_900103035_02218,0
0.0,34.0,mean_dissimilarity,0.7295885296334211,GCF_900103035_02218,0
0.0,35.0,mean_dissimilarity,0.6745311355311352,GCF_900103035_02218,0
0.0,36.0,mean_dissimilarity,0.8492874005939022,GCF_900103035_02218,0
0.0,0.0,representative_relative_dissimilarity,0.7142857142857143,GCF_900103035_02218,0
0.0,1.0,representative_relative_dissimilarity,0.875,GCF_900103035_02218,0
0.0,2.0,representative_relative_dissimilarity,0.42857142857142855,GCF_900103035_02218,0
0.0,3.0,representative_relative_dissimilarity,0.6363636363636364,GCF_900103035_02218,0
0.0,4.0,representative_relative_dissimilarity,0.75,GCF_900103035_02218,0
0.0,5.0,representative_relative_dissimilarity,0.7333333333333333,GCF_900103035_02218,0
0.0,6.0,representative_relative_dissimilarity,0.5454545454545454,GCF_900103035_02218,0
0.0,7.0,representative_relative_dissimilarity,0.6,GCF_900103035_02218,0
0.0,8.0,representative_relative_dissimilarity,0.6,GCF_900103035_02218,0
0.0,9.0,representative_relative_dissimilarity,0.75,GCF_900103035_02218,0
0.0,10.0,representative_relative_dissimilarity,0.7142857142857143,GCF_900103035_02218,0
0.0,12.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,14.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,18.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,19.0,representative_relative_dissimilarity,0.5833333333333334,GCF_900103035_02218,0
0.0,20.0,representative_relative_dissimilarity,0.7142857142857143,GCF_900103035_02218,0
0.0,21.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,25.0,representative_relative_dissimilarity,0.7692307692307693,GCF_900103035_02218,0
0.0,26.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,27.0,representative_relative_dissimilarity,0.7142857142857143,GCF_900103035_02218,0
0.0,28.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,30.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,33.0,representative_relative_dissimilarity,0.6666666666666666,GCF_900103035_02218,0
0.0,34.0,representative_relative_dissimilarity,0.5833333333333334,GCF_900103035_02218,0
0.0,35.0,representative_relative_dissimilarity,0.0,GCF_900103035_02218,0
0.0,36.0,representative_relative_dissimilarity,0.8181818181818182,GCF_900103035_02218,0
-1.0,11.0,mean_dissimilarity,0.9777574277574278,GCF_000332235_02686,2
-1.0,13.0,mean_dissimilarity,1.0,GCF_000332235_02686,2
-1.0,15.0,mean_dissimilarity,0.9511904761904763,GCF_000332235_02686,2
-1.0,16.0,mean_dissimilarity,0.9502012882447666,GCF_000332235_02686,2
-1.0,17.0,mean_dissimilarity,0.9582497212931995,GCF_000332235_02686,2
-1.0,32.0,mean_dissimilarity,1.0,GCF_000332235_02686,2
-1.0,11.0,representative_relative_dissimilarity,0.9629629629629629,GCF_000332235_02686,2
-1.0,13.0,representative_relative_dissimilarity,1.0,GCF_000332235_02686,2
-1.0,15.0,representative_relative_dissimilarity,0.875,GCF_000332235_02686,2
-1.0,16.0,representative_relative_dissimilarity,0.0,GCF_000332235_02686,2
-1.0,17.0,representative_relative_dissimilarity,0.9130434782608695,GCF_000332235_02686,2
-1.0,32.0,representative_relative_dissimilarity,1.0,GCF_000332235_02686,2
1.0,22.0,mean_dissimilarity,0.765625,GCF_009184895_02176,1
1.0,23.0,mean_dissimilarity,0.7618551587301587,GCF_009184895_02176,1
1.0,24.0,mean_dissimilarity,0.7384661835748793,GCF_009184895_02176,1
1.0,29.0,mean_dissimilarity,0.7125,GCF_009184895_02176,1
