dbscan_label,full_index_pos,measurement,dissimilarity,representative_id,order
0.0,0.0,mean_dissimilarity,0.7746558459600258,GCF_900103035_02218,0
0.0,1.0,mean_dissimilarity,0.8686283458604886,GCF_900103035_02218,0
0.0,2.0,mean_dissimilarity,0.7182767133659992,GCF_900103035_02218,0
0.0,3.0,mean_dissimilarity,0.8692255708564867,GCF_900103035_02218,0
0.0,4.0,mean_dissimilarity,0.7955200261922952,GCF_900103035_02218,0
0.0,5.0,mean_dissimilarity,0.7848747672912867,GCF_900103035_02218,0
0.0,6.0,mean_dissimilarity,0.8017337198037111,GCF_900103035_02218,0
0.0,7.0,mean_dissimilarity,0.7349124849608598,GCF_900103035_02218,0
0.0,8.0,mean_dissimilarity,0.7019108284339375,GCF_900103035_02218,0
0.0,9.0,mean_dissimilarity,0.7019108284339375,GCF_900103035_02218,0
0.0,10.0,mean_dissimilarity,0.7898582568225426,GCF_900103035_02218,0
0.0,11.0,mean_dissimilarity,0.8107147364527952,GCF_900103035_02218,0
0.0,12.0,mean_dissimilarity,0.7888893396273983,GCF_900103035_02218,0
0.0,14.0,mean_dissimilarity,0.7656550558820021,GCF_900103035_02218,0
0.0,16.0,mean_dissimilarity,0.7519645796915261,GCF_900103035_02218,0
0.0,20.0,mean_dissimilarity,0.7519645796915261,GCF_900103035_02218,0
0.0,21.0,mean_dissimilarity,0.7374277190633337,GCF_900103035_02218,0
0.0,22.0,mean_dissimilarity,0.7932544189924776,GCF_900103035_02218,0
0.0,23.0,mean_dissimilarity,0.7773614050883514,GCF_900103035_02218,0
0.0,27.0,mean_dissimilarity,0.8642779168777069,GCF_900103035_02218,0
0.0,28.0,mean_dissimilarity,0.7279377776751729,GCF_900103035_02218,0
0.0,29.0,mean_dissimilarity,0.8107147364527952,GCF_900103035_02218,0
0.0,30.0,mean_dissimilarity,0.7574836492074442,GCF_900103035_02218,0
0.0,32.0,mean_dissimilarity,0.7279377776751729,GCF_900103035_02218,0
0.0,34.0,mean_dissimilarity,0.8832063975142261,GCF_900103035_02218,0
0.0,35.0,mean_dissimilarity,0.8253908498131188,GCF_900103035_02218,0
0.0,36.0,mean_dissimilarity,0.7433147377157218,GCF_900103035_02218,0
0.0,37.0,mean_dissimilarity,0.6886021716378857,GCF_900103035_02218,0
0.0,38.0,mean_dissimilarity,0.8513695528511983,GCF_900103035_02218,0
0.0,0.0,representative_relative_dissimilarity,0.7142857142857143,GCF_900103035_02218,0
0.0,1.0,representative_relative_dissimilarity,0.875,GCF_900103035_02218,0
