dbscan_label,full_index_pos,measurement,dissimilarity,representative_id,order
-1.0,0.0,mean_dissimilarity,1.0,GCF_000332235_02685,0
-1.0,1.0,mean_dissimilarity,1.0,GCF_000332235_02685,0
-1.0,2.0,mean_dissimilarity,1.0,GCF_000332235_02685,0
-1.0,3.0,mean_dissimilarity,1.0,GCF_000332235_02685,0
-1.0,4.0,mean_dissimilarity,0.9570175438596492,GCF_000332235_02685,0
-1.0,5.0,mean_dissimilarity,0.9551656920077972,GCF_000332235_02685,0
-1.0,6.0,mean_dissimilarity,0.9648148148148149,GCF_000332235_02685,0
-1.0,0.0,representative_relative_dissimilarity,1.0,GCF_000332235_02685,0
-1.0,1.0,representative_relative_dissimilarity,1.0,GCF_000332235_02685,0
-1.0,2.0,representative_relative_dissimilarity,1.0,GCF_000332235_02685,0
-1.0,3.0,representative_relative_dissimilarity,1.0,GCF_000332235_02685,0
-1.0,4.0,representative_relative_dissimilarity,0.8421052631578947,GCF_000332235_02685,0
-1.0,5.0,representative_relative_dissimilarity,0.0,GCF_000332235_02685,0
-1.0,6.0,representative_relative_dissimilarity,0.8888888888888888,GCF_000332235_02685,0
0.0,7.0,mean_dissimilarity,0.6036630036630036,GCF_009184895_02175,1
0.0,8.0,mean_dissimilarity,0.6349206349206349,GCF_009184895_02175,1
0.0,9.0,mean_dissimilarity,0.569327731092437,GCF_009184895_02175,1
0.0,10.0,mean_dissimilarity,0.525,GCF_009184895_02175,1
0.0,11.0,mean_dissimilarity,0.6305304172951232,GCF_009184895_02175,1
0.0,7.0,representative_relative_dissimilarity,0.5,GCF_009184895_02175,1
0.0,8.0,representative_relative_dissimilarity,0.6,GCF_009184895_02175,1
0.0,9.0,representative_relative_dissimilarity,0.5,GCF_009184895_02175,1
0.0,10.0,representative_relative_dissimilarity,0.0,GCF_009184895_02175,1
0.0,11.0,representative_relative_dissimilarity,0.5,GCF_009184895_02175,1
